SHIP, NATION, SURVEY, FREQUENCY, TR, DATE, TIME, LOGSTART, LOGSTOP, LONGITUDE, LATITUDE, DEPTH, CAP, TOTAL
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:05:18, 3297.10, 3297.20, -28.18249, 66.34879, 0.0, 2540.6, 2540.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:05:53, 3297.20, 3297.30, -28.18498, 66.35015, 0.0, 601.8, 601.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:06:29, 3297.30, 3297.40, -28.18741, 66.35146, 0.0, 791.3, 791.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:07:05, 3297.40, 3297.50, -28.18992, 66.35280, 0.0, 251.1, 251.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:07:40, 3297.50, 3297.60, -28.19238, 66.35410, 0.0, 745.0, 745.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:08:16, 3297.60, 3297.70, -28.19493, 66.35545, 0.0, 1217.9, 1217.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:08:50, 3297.70, 3297.80, -28.19729, 66.35672, 0.0, 1359.7, 1359.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:09:27, 3297.80, 3297.90, -28.19993, 66.35810, 0.0, 545.1, 545.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:10:01, 3297.90, 3298.00, -28.20239, 66.35938, 0.0, 1473.4, 1473.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:10:36, 3298.00, 3298.10, -28.20505, 66.36069, 0.0, 163.0, 163.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:11:10, 3298.10, 3298.20, -28.20741, 66.36195, 0.0, 1232.4, 1232.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:11:44, 3298.20, 3298.30, -28.20983, 66.36324, 0.0, 383.8, 383.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:12:21, 3298.30, 3298.40, -28.21257, 66.36464, 0.0, 684.1, 684.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:12:55, 3298.40, 3298.50, -28.21505, 66.36594, 0.0, 2296.1, 2296.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:13:31, 3298.50, 3298.60, -28.21759, 66.36727, 0.0, 620.6, 620.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:14:05, 3298.60, 3298.70, -28.22006, 66.36855, 0.0, 632.6, 632.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:14:38, 3298.70, 3298.80, -28.22256, 66.36981, 0.0, 308.7, 308.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:15:14, 3298.80, 3298.90, -28.22515, 66.37115, 0.0, 506.9, 506.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:15:48, 3298.90, 3299.00, -28.22781, 66.37251, 0.0, 151.1, 151.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:16:23, 3299.00, 3299.10, -28.23038, 66.37379, 0.0, 223.4, 223.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:16:57, 3299.10, 3299.20, -28.23294, 66.37508, 0.0, 284.8, 284.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:17:30, 3299.20, 3299.30, -28.23533, 66.37625, 0.0, 109.4, 109.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:18:07, 3299.30, 3299.40, -28.23821, 66.37769, 0.0, 114.8, 114.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:18:40, 3299.40, 3299.50, -28.24060, 66.37888, 0.0, 85.4, 85.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:19:15, 3299.50, 3299.60, -28.24325, 66.38020, 0.0, 87.2, 87.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:19:48, 3299.60, 3299.70, -28.24580, 66.38141, 0.0, 72.4, 72.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:20:21, 3299.70, 3299.80, -28.24838, 66.38264, 0.0, 63.6, 63.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:20:57, 3299.80, 3299.90, -28.25111, 66.38400, 0.0, 60.3, 60.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:21:31, 3299.90, 3300.00, -28.25365, 66.38530, 0.0, 40.8, 40.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:22:06, 3300.00, 3300.10, -28.25648, 66.38665, 0.0, 39.7, 39.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:22:40, 3300.10, 3300.20, -28.25904, 66.38787, 0.0, 44.8, 44.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:23:12, 3300.20, 3300.30, -28.26148, 66.38904, 0.0, 45.1, 45.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:23:48, 3300.30, 3300.40, -28.26435, 66.39041, 0.0, 45.2, 45.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:24:21, 3300.40, 3300.50, -28.26693, 66.39164, 0.0, 95.3, 95.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:24:57, 3300.50, 3300.60, -28.26974, 66.39299, 0.0, 325.5, 325.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:25:31, 3300.60, 3300.70, -28.27224, 66.39418, 0.0, 198.4, 198.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:26:06, 3300.70, 3300.80, -28.27494, 66.39545, 0.0, 310.2, 310.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:26:41, 3300.80, 3300.90, -28.27764, 66.39673, 0.0, 102.9, 102.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:27:15, 3300.90, 3301.00, -28.28028, 66.39806, 0.0, 247.1, 247.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:27:51, 3301.00, 3301.10, -28.28291, 66.39936, 0.0, 81.6, 81.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:28:24, 3301.10, 3301.20, -28.28538, 66.40063, 0.0, 46.6, 46.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:28:59, 3301.20, 3301.30, -28.28789, 66.40192, 0.0, 30.9, 30.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:29:34, 3301.30, 3301.40, -28.29045, 66.40324, 0.0, 30.2, 30.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:30:08, 3301.40, 3301.50, -28.29296, 66.40451, 0.0, 33.3, 33.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:30:44, 3301.50, 3301.60, -28.29560, 66.40588, 0.0, 54.5, 54.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:31:18, 3301.60, 3301.70, -28.29815, 66.40720, 0.0, 31.3, 31.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:31:53, 3301.70, 3301.80, -28.30061, 66.40848, 0.0, 50.8, 50.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:32:28, 3301.80, 3301.90, -28.30315, 66.40981, 0.0, 31.4, 31.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:33:01, 3301.90, 3302.00, -28.30566, 66.41106, 0.0, 32.0, 32.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:33:38, 3302.00, 3302.10, -28.30827, 66.41239, 0.0, 27.4, 27.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:34:12, 3302.10, 3302.20, -28.31075, 66.41366, 0.0, 23.5, 23.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:34:47, 3302.20, 3302.30, -28.31329, 66.41499, 0.0, 19.8, 19.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:35:21, 3302.30, 3302.40, -28.31581, 66.41634, 0.0, 22.3, 22.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:35:57, 3302.40, 3302.50, -28.31828, 66.41766, 0.0, 29.3, 29.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:36:31, 3302.50, 3302.60, -28.32083, 66.41898, 0.0, 15.7, 15.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:37:06, 3302.60, 3302.70, -28.32328, 66.42025, 0.0, 16.2, 16.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:37:42, 3302.70, 3302.80, -28.32585, 66.42161, 0.0, 11.3, 11.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:38:17, 3302.80, 3302.90, -28.32837, 66.42290, 0.0, 21.6, 21.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:38:53, 3302.90, 3303.00, -28.33091, 66.42423, 0.0, 18.2, 18.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:39:26, 3302.99, 3303.09, -28.33332, 66.42548, 0.0, 18.0, 18.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:40:03, 3303.10, 3303.20, -28.33596, 66.42683, 0.0, 25.0, 25.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:40:40, 3303.20, 3303.30, -28.33853, 66.42814, 0.0, 35.2, 35.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:41:15, 3303.30, 3303.40, -28.34107, 66.42946, 0.0, 23.8, 23.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:41:51, 3303.40, 3303.50, -28.34355, 66.43074, 0.0, 20.7, 20.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:42:27, 3303.50, 3303.60, -28.34612, 66.43205, 0.0, 28.9, 28.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:43:02, 3303.60, 3303.70, -28.34865, 66.43334, 0.0, 31.1, 31.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:43:37, 3303.70, 3303.80, -28.35120, 66.43463, 0.0, 43.3, 43.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:44:13, 3303.80, 3303.90, -28.35384, 66.43595, 0.0, 36.2, 36.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:44:48, 3303.90, 3304.00, -28.35640, 66.43725, 0.0, 42.0, 42.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:45:24, 3304.00, 3304.10, -28.35905, 66.43858, 0.0, 64.5, 64.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:45:58, 3304.10, 3304.20, -28.36168, 66.43987, 0.0, 72.0, 72.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:46:32, 3304.20, 3304.30, -28.36417, 66.44109, 0.0, 75.0, 75.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:47:07, 3304.30, 3304.40, -28.36680, 66.44241, 0.0, 92.3, 92.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:47:41, 3304.40, 3304.50, -28.36934, 66.44368, 0.0, 135.3, 135.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:48:17, 3304.50, 3304.60, -28.37202, 66.44505, 0.0, 109.8, 109.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:48:50, 3304.60, 3304.70, -28.37452, 66.44631, 0.0, 180.0, 180.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:49:26, 3304.70, 3304.80, -28.37712, 66.44762, 0.0, 221.3, 221.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:50:01, 3304.80, 3304.90, -28.37971, 66.44892, 0.0, 226.2, 226.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:50:36, 3304.90, 3305.00, -28.38231, 66.45022, 0.0, 240.4, 240.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:51:11, 3305.00, 3305.10, -28.38489, 66.45151, 0.0, 245.2, 245.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:51:46, 3305.10, 3305.20, -28.38741, 66.45284, 0.0, 369.0, 369.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:52:22, 3305.20, 3305.30, -28.38998, 66.45418, 0.0, 205.6, 205.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:52:56, 3305.30, 3305.40, -28.39246, 66.45544, 0.0, 144.7, 144.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:53:32, 3305.40, 3305.50, -28.39507, 66.45680, 0.0, 125.5, 125.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:54:05, 3305.50, 3305.60, -28.39746, 66.45805, 0.0, 395.3, 395.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:54:41, 3305.60, 3305.70, -28.40009, 66.45940, 0.0, 380.9, 380.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:55:16, 3305.70, 3305.80, -28.40266, 66.46072, 0.0, 285.4, 285.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:55:51, 3305.80, 3305.90, -28.40522, 66.46204, 0.0, 189.6, 189.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:56:26, 3305.90, 3306.00, -28.40776, 66.46336, 0.0, 635.6, 635.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:57:00, 3306.00, 3306.10, -28.41021, 66.46465, 0.0, 230.4, 230.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:57:35, 3306.10, 3306.20, -28.41275, 66.46596, 0.0, 149.0, 149.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:58:10, 3306.20, 3306.30, -28.41529, 66.46727, 0.0, 159.6, 159.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:58:45, 3306.30, 3306.40, -28.41780, 66.46860, 0.0, 186.0, 186.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:59:21, 3306.40, 3306.50, -28.42040, 66.46996, 0.0, 395.0, 395.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 22:59:55, 3306.50, 3306.60, -28.42286, 66.47126, 0.0, 1627.4, 1627.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:00:30, 3306.60, 3306.70, -28.42541, 66.47259, 0.0, 1258.7, 1258.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:01:04, 3306.70, 3306.80, -28.42794, 66.47392, 0.0, 674.3, 674.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:01:39, 3306.80, 3306.90, -28.43038, 66.47523, 0.0, 723.2, 723.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:02:13, 3306.90, 3307.00, -28.43289, 66.47657, 0.0, 169.8, 169.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:02:49, 3307.00, 3307.10, -28.43538, 66.47791, 0.0, 168.2, 168.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:03:23, 3307.10, 3307.20, -28.43778, 66.47923, 0.0, 297.8, 297.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:03:57, 3307.20, 3307.30, -28.44017, 66.48053, 0.0, 236.2, 236.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:04:32, 3307.30, 3307.40, -28.44268, 66.48187, 0.0, 134.5, 134.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:05:07, 3307.40, 3307.50, -28.44515, 66.48322, 0.0, 173.9, 173.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:05:43, 3307.50, 3307.60, -28.44768, 66.48460, 0.0, 182.5, 182.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:06:17, 3307.60, 3307.70, -28.45007, 66.48589, 0.0, 142.9, 142.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:06:51, 3307.70, 3307.80, -28.45254, 66.48723, 0.0, 99.5, 99.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:07:26, 3307.80, 3307.90, -28.45497, 66.48853, 0.0, 92.9, 92.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:08:02, 3307.90, 3308.00, -28.45753, 66.48989, 0.0, 106.1, 106.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:08:38, 3308.00, 3308.10, -28.46005, 66.49123, 0.0, 95.1, 95.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:09:13, 3308.10, 3308.20, -28.46250, 66.49255, 0.0, 114.1, 114.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:09:47, 3308.20, 3308.30, -28.46493, 66.49385, 0.0, 147.9, 147.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:10:23, 3308.30, 3308.40, -28.46742, 66.49515, 0.0, 147.3, 147.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:10:59, 3308.40, 3308.50, -28.46996, 66.49648, 0.0, 118.5, 118.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:11:34, 3308.50, 3308.60, -28.47249, 66.49783, 0.0, 99.0, 99.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:12:10, 3308.60, 3308.70, -28.47501, 66.49911, 0.0, 82.0, 82.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:12:46, 3308.70, 3308.80, -28.47762, 66.50042, 0.0, 93.6, 93.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:13:22, 3308.80, 3308.90, -28.48020, 66.50172, 0.0, 142.8, 142.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:13:57, 3308.90, 3309.00, -28.48270, 66.50300, 0.0, 101.1, 101.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:14:34, 3309.00, 3309.10, -28.48538, 66.50433, 0.0, 92.9, 92.9
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:15:09, 3309.10, 3309.20, -28.48793, 66.50562, 0.0, 76.2, 76.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:15:46, 3309.20, 3309.30, -28.49051, 66.50692, 0.0, 77.0, 77.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:16:22, 3309.30, 3309.40, -28.49308, 66.50822, 0.0, 97.4, 97.4
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:16:58, 3309.40, 3309.50, -28.49563, 66.50953, 0.0, 91.8, 91.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:17:35, 3309.50, 3309.60, -28.49823, 66.51087, 0.0, 58.7, 58.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:18:10, 3309.60, 3309.70, -28.50079, 66.51212, 0.0, 69.8, 69.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:18:46, 3309.70, 3309.80, -28.50337, 66.51342, 0.0, 94.2, 94.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:19:22, 3309.80, 3309.90, -28.50592, 66.51472, 0.0, 108.1, 108.1
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:19:57, 3309.90, 3310.00, -28.50849, 66.51602, 0.0, 111.5, 111.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:20:34, 3310.00, 3310.10, -28.51107, 66.51733, 0.0, 108.6, 108.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:21:10, 3310.10, 3310.20, -28.51366, 66.51863, 0.0, 118.3, 118.3
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:21:44, 3310.20, 3310.30, -28.51616, 66.51991, 0.0, 116.6, 116.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:22:22, 3310.30, 3310.40, -28.51878, 66.52126, 0.0, 122.0, 122.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:22:58, 3310.40, 3310.50, -28.52137, 66.52257, 0.0, 148.8, 148.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:23:33, 3310.50, 3310.60, -28.52393, 66.52383, 0.0, 148.0, 148.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:24:09, 3310.60, 3310.70, -28.52654, 66.52515, 0.0, 123.5, 123.5
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:24:45, 3310.70, 3310.80, -28.52911, 66.52647, 0.0, 154.0, 154.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:25:19, 3310.80, 3310.90, -28.53163, 66.52777, 0.0, 196.0, 196.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:25:55, 3310.90, 3311.00, -28.53417, 66.52906, 0.0, 174.0, 174.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:26:31, 3311.00, 3311.10, -28.53679, 66.53040, 0.0, 134.6, 134.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:27:05, 3311.10, 3311.20, -28.53933, 66.53165, 0.0, 162.0, 162.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:27:41, 3311.20, 3311.30, -28.54212, 66.53294, 0.0, 234.0, 234.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:28:15, 3311.30, 3311.40, -28.54488, 66.53419, 0.0, 610.6, 610.6
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:28:50, 3311.40, 3311.50, -28.54759, 66.53539, 0.0, 347.7, 347.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:29:26, 3311.50, 3311.60, -28.55039, 66.53665, 0.0, 189.0, 189.0
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:30:02, 3311.60, 3311.70, -28.55317, 66.53790, 0.0, 207.7, 207.7
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:30:37, 3311.70, 3311.80, -28.55582, 66.53912, 0.0, 147.2, 147.2
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:31:14, 3311.80, 3311.90, -28.55866, 66.54038, 0.0, 142.8, 142.8
Eros, Norway, 2020899, 38000, 2, 2020.09.15, 23:31:50, 3311.90, 3312.00, -28.56144, 66.54162, 0.0, 130.5, 130.5
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:10:18, 3315.40, 3315.50, -28.56988, 66.54334, 0.0, 75.0, 75.0
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:11:21, 3315.50, 3315.60, -28.57225, 66.54473, 0.0, 79.1, 79.1
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:12:03, 3315.60, 3315.70, -28.57519, 66.54590, 0.0, 89.7, 89.7
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:12:42, 3315.70, 3315.80, -28.57808, 66.54715, 0.0, 112.8, 112.8
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:13:19, 3315.80, 3315.90, -28.58078, 66.54845, 0.0, 156.4, 156.4
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:13:54, 3315.90, 3316.00, -28.58346, 66.54971, 0.0, 229.8, 229.8
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:14:28, 3316.00, 3316.10, -28.58618, 66.55099, 0.0, 164.0, 164.0
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:15:03, 3316.10, 3316.20, -28.58878, 66.55225, 0.0, 141.2, 141.2
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:15:37, 3316.20, 3316.30, -28.59141, 66.55350, 0.0, 122.1, 122.1
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:16:12, 3316.30, 3316.40, -28.59414, 66.55481, 0.0, 106.8, 106.8
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:16:46, 3316.40, 3316.50, -28.59686, 66.55606, 0.0, 88.7, 88.7
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:17:20, 3316.50, 3316.60, -28.59953, 66.55733, 0.0, 90.1, 90.1
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:17:54, 3316.60, 3316.70, -28.60220, 66.55862, 0.0, 78.7, 78.7
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:18:27, 3316.70, 3316.80, -28.60489, 66.55988, 0.0, 65.7, 65.7
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:19:02, 3316.80, 3316.90, -28.60757, 66.56115, 0.0, 65.3, 65.3
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:19:35, 3316.90, 3317.00, -28.61024, 66.56242, 0.0, 59.4, 59.4
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:20:09, 3317.00, 3317.10, -28.61283, 66.56366, 0.0, 86.2, 86.2
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:20:43, 3317.10, 3317.20, -28.61554, 66.56497, 0.0, 122.2, 122.2
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:21:17, 3317.20, 3317.30, -28.61806, 66.56624, 0.0, 96.9, 96.9
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:21:50, 3317.30, 3317.40, -28.62065, 66.56754, 0.0, 111.7, 111.7
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:22:25, 3317.40, 3317.50, -28.62323, 66.56885, 0.0, 105.7, 105.7
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:22:58, 3317.50, 3317.60, -28.62581, 66.57015, 0.0, 93.8, 93.8
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:23:33, 3317.60, 3317.70, -28.62843, 66.57145, 0.0, 74.5, 74.5
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:24:05, 3317.70, 3317.80, -28.63098, 66.57272, 0.0, 93.2, 93.2
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:24:42, 3317.80, 3317.90, -28.63375, 66.57409, 0.0, 87.8, 87.8
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:25:14, 3317.90, 3318.00, -28.63626, 66.57535, 0.0, 90.5, 90.5
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:25:48, 3318.00, 3318.10, -28.63875, 66.57661, 0.0, 94.9, 94.9
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:26:22, 3318.10, 3318.20, -28.64129, 66.57791, 0.0, 106.0, 106.0
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:26:57, 3318.20, 3318.30, -28.64392, 66.57925, 0.0, 81.0, 81.0
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:27:30, 3318.30, 3318.40, -28.64639, 66.58051, 0.0, 90.4, 90.4
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:28:05, 3318.40, 3318.50, -28.64902, 66.58186, 0.0, 97.9, 97.9
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:28:39, 3318.50, 3318.60, -28.65158, 66.58317, 0.0, 95.5, 95.5
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:29:13, 3318.60, 3318.70, -28.65410, 66.58444, 0.0, 97.4, 97.4
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:29:49, 3318.70, 3318.80, -28.65674, 66.58578, 0.0, 94.0, 94.0
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:30:25, 3318.80, 3318.90, -28.65935, 66.58710, 0.0, 81.9, 81.9
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:31:00, 3318.90, 3319.00, -28.66191, 66.58837, 0.0, 100.3, 100.3
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:31:35, 3319.00, 3319.10, -28.66446, 66.58965, 0.0, 101.1, 101.1
Eros, Norway, 2020899, 38000, 2, 2020.09.16, 01:32:11, 3319.10, 3319.20, -28.66706, 66.59096, 0.0, 86.6, 86.6
